,LIBNAME,new
10057,RIDGWAY LIBRARY DISTRICT,-4.049134633922606
10060,NEDERLAND COMMUNITY LIBRARY DISTRICT,-5.2372991964204685
10061,NORTHEAST COLORADO BOOKMOBILE SERVICES,-7.293811041309569
10063,ANSONIA PUBLIC LIBRARY,-5.672296589213306
10064,BABCOCK LIBRARY,-2.4604310268946477
10065,AVON FREE PUBLIC LIBRARY,-4.996219540431205
10066,BEACON FALLS PUBLIC LIBRARY,-5.299998413579528
10068,BERLIN-PECK MEMORIAL LIBRARY,-5.34394672479251
10070,CLARK MEMORIAL LIBRARY,-7.048614448394708
10071,BETHEL PUBLIC LIBRARY,-5.8336563084957795
10073,PROSSER PUBLIC LIBRARY,-4.433489162823522
10074,BENTLEY MEMORIAL LIBRARY,-4.89497584908144
10075,JAMES BLACKSTONE MEMORIAL LIBRARY,-3.9825591460520178
10076,WILLOUGHBY WALLACE MEMORIAL LIBRARY,-3.654353755247409
10077,BRIDGEPORT PUBLIC LIBRARY,-6.078196525154248
10079,BRISTOL PUBLIC LIBRARY,-5.138442370489257
10080,BROOKFIELD LIBRARY,-5.484379038706711
10081,BROOKLYN TOWN LIBRARY ASSOCIATION,-6.920947262624048
10082,BURLINGTON PUBLIC LIBRARY,-6.068177778161441
10084,CANTERBURY PUBLIC LIBRARY,-4.115308225441704
10085,CANTON PUBLIC LIBRARY,-4.628071860426242
10088,HENRY CARTER HULL LIBRARY,-1.8363031002078531
10089,CRAGIN MEMORIAL LIBRARY,-5.146840395016773
10090,SAXTON B. LITTLE FREE LIBRARY,-4.426783281976167
10092,CROMWELL BELDEN PUBLIC LIBRARY,-5.296335998712064
10095,DARIEN LIBRARY,-2.7346405828745275
10096,DEEP RIVER PUBLIC LIBRARY,-2.5546204796986753
10097,DERBY NECK LIBRARY,-1.695748100457482
10098,DERBY PUBLIC LIBRARY,-3.913789665901043
10099,DURHAM PUBLIC LIBRARY,-4.030494128884504
10100,EAST GRANBY PUBLIC LIBRARY,-4.025845096247939
10101,RATHBUN FREE MEMORIAL LIBRARY,-4.050770761489107
10102,EAST HADDAM FREE PUBLIC LIBRARY,-3.7924233813293218
10103,EAST HAMPTON PUBLIC LIBRARY,-3.1099447462931735
10105,EAST HARTFORD PUBLIC LIBRARY,-6.918798683095058
10106,HAGAMAN MEMORIAL LIBRARY,-4.622124842891756
10107,EAST LYME PUBLIC LIBRARY,-5.502327966839518
10108,EASTON PUBLIC LIBRARY,-4.586353712394294
10110,LIBRARY ASSOCIATION OF WAREHOUSE POINT,-5.367628885752628
10111,HALL MEMORIAL LIBRARY,-5.443108588644963
10112,ENFIELD PUBLIC LIBRARY,-4.70513067451179
10113,ESSEX LIBRARY ASSOCIATION,-2.6105478412576715
10114,IVORYTON LIBRARY ASSOCIATION,-2.0027821948860884
10115,FAIRFIELD PUBLIC LIBRARY,-4.311922562066648
10117,FARMINGTON LIBRARIES,-5.619192102277722
10119,WELLES-TURNER MEMORIAL LIBRARY,-5.4096472399802895
10121,GOSHEN PUBLIC LIBRARY,-4.571011791899035
10122,GRANBY PUBLIC LIBRARY,-4.765767082432295
10123,GREENWICH LIBRARY,-3.347314629090356
10124,PERROT MEMORIAL LIBRARY,-6.170357672335327
10125,SLATER LIBRARY,-7.101792816233947
10126,BILL MEMORIAL LIBRARY,-11.472740487055102
10127,GROTON PUBLIC LIBRARY,-4.995843752445119
10128,MYSTIC & NOANK LIBRARY,-7.531052613542391
10129,GUILFORD FREE LIBRARY,-3.239056243029327
10130,BRAINERD MEMORIAL LIBRARY,-4.6387080021288325
10131,HAMDEN PUBLIC LIBRARY,-6.097759211735392
10132,HARTFORD PUBLIC LIBRARY,-4.764679633880599
10133,HARWINTON PUBLIC LIBRARY,-4.097608382257133
10134,DOUGLAS LIBRARY OF HEBRON,-5.788057467828113
10135,KENT LIBRARY ASSOCIATION,-2.4907540259984207
10136,KILLINGLY PUBLIC LIBRARY,-5.643434040759133
10137,KILLINGWORTH LIBRARY,-2.961061523079862
10138,JONATHAN TRUMBULL LIBRARY,-5.172817568888626
10139,LEDYARD PUBLIC LIBRARIES,-4.413653784139817
10141,OLIVER WOLCOTT LIBRARY,-1.85114711795427
10142,LYME PUBLIC LIBRARY,-4.7284801413159245
10143,E.C. SCRANTON MEMORIAL LIBRARY,-3.759762517047849
10144,MANCHESTER PUBLIC LIBRARY,-4.723092574865989
10145,MANSFIELD PUBLIC LIBRARY,-5.360927722270527
10146,RICHMOND MEMORIAL LIBRARY,-4.171325577354818
10147,MERIDEN PUBLIC LIBRARY,-5.848585648420669
10148,MIDDLEBURY PUBLIC LIBRARY,-2.939707794530195
10149,LEVI E.COE LIBRARY,-5.139795391330922
10150,RUSSELL LIBRARY,-4.377581842499841
10151,MILFORD PUBLIC LIBRARY,-6.195713506268144
10152,EDITH WHEELER MEMORIAL LIBRARY,-4.726482110027904
10153,RAYMOND LIBRARY,-15.847770146805962
10154,MORRIS PUBLIC LIBRARY,-4.618568847968192
10155,HOWARD WHITTEMORE MEMORIAL LIBRARY,-7.2919663116079505
10156,NEW BRITAIN PUBLIC LIBRARY,-5.615623204514536
10157,NEW CANAAN LIBRARY,-3.3547902180587057
10158,NEW FAIRFIELD FREE PUBLIC LIBRARY,-5.732596253804865
10160,LICIA & MASON BEEKLEY COMMUNITY LIBRARY,-3.6464074471239485
10161,NEW HAVEN FREE PUBLIC LIBRARY,-6.534558970215349
10162,LUCY ROBBINS WELLES LIBRARY,-4.608247846049012
10163,PUBLIC LIBRARY OF NEW LONDON,-5.377493220320787
10164,NEW MILFORD PUBLIC LIBRARY,-5.289073316524678
10165,CYRENIUS H. BOOTH LIBRARY,-4.922467663020858
10166,NORFOLK LIBRARY,0.18249904948670337
10167,NORTH BRANFORD LIBRARY DEPARTMENT,-6.3804168729578805
10169,NORTH HAVEN MEMORIAL LIBRARY,-6.185732096455601
10170,WHEELER LIBRARY,-0.8463113426408255
10172,NORWALK PUBLIC LIBRARY,-4.921353437835239
10173,ROWAYTON LIBRARY,-12.760356772937056
10174,OTIS LIBRARY,-6.112078958014028
10175,OLD LYME - PHOEBE GRIFFIN NOYES LIBRARY,-3.9065940390303475
10176,ACTON PUBLIC LIBRARY,-4.798597117755455
10177,CASE MEMORIAL LIBRARY,-4.391844536210541
10178,OXFORD PUBLIC LIBRARY,-5.56152381848215
10182,PLAINVILLE PUBLIC LIBRARY,-4.602445995318893
10184,TERRYVILLE PUBLIC LIBRARY,-5.519039970123764
10187,PORTLAND PUBLIC LIBRARY,-4.562653138375725
10188,PRESTON PUBLIC LIBRARY,-4.281518625547914
10189,PROSPECT PUBLIC LIBRARY,-6.349927366633446
10190,PUTNAM PUBLIC LIBRARY,-5.004126348220288
10191,MARK TWAIN LIBRARY,-4.003824055105
10193,CORA J. BELDEN LIBRARY,-4.376340948912987
10194,MINOR MEMORIAL LIBRARY,-2.7101000790522525
10195,SALEM FREE PUBLIC LIBRARY,-3.1912041934638817
10196,SCOVILLE MEMORIAL LIBRARY,-1.817891009400922
10198,SEYMOUR PUBLIC LIBRARY,-6.094893973414841
10199,HOTCHKISS LIBRARY,-1.8486570578766268
10200,PLUMB MEMORIAL LIBRARY,-5.340908795568121
10201,SHERMAN LIBRARY ASSN.,-2.824477027288119
10202,SIMSBURY PUBLIC LIBRARY,-2.9623086584612572
10203,SOMERS PUBLIC LIBRARY,-5.7576442690288445
10204,SOUTHBURY PUBLIC LIBRARY,-4.540803032133824
10205,SOUTHINGTON PUBLIC LIBRARY,-5.226893670335271
10206,SOUTH WINDSOR PUBLIC LIBRARY,-4.625751949836817
10208,STAFFORD LIBRARY,-4.907714088749297
10209,FERGUSON LIBRARY,-5.658412149074478
10210,STERLING PUBLIC LIBRARY,-4.7187779927807725
10211,STONINGTON FREE LIBRARY,-5.26065449418892
10212,STRATFORD LIBRARY ASSOCIATION,-4.697598257002049
10213,KENT MEMORIAL LIBRARY,-4.979155821944281
10214,THOMASTON PUBLIC LIBRARY,-3.913631772892336
10215,THOMPSON PUBLIC LIBRARY,-4.3540017554849095
10216,TOLLAND PUBLIC LIBRARY,-5.823841845410038
10217,TORRINGTON LIBRARY,-4.644583181492519
10218,TRUMBULL LIBRARY,-4.699074927213515
10220,"ROCKVILLE PUBLIC LIBRARY, INC.",-4.614698927352182
10222,WALLINGFORD PUBLIC LIBRARY,-4.034596597229317
10224,GUNN MEMORIAL LIBRARY,-2.352799655433017
10225,SILAS BRONSON LIBRARY,-7.080183862085519
10226,WATERFORD PUBLIC LIBRARY,-4.882359016399754
10227,WATERTOWN LIBRARY ASSOCIATION,-6.011426199967702
10228,WESTBROOK PUBLIC LIBRARY,-4.249355690084051
10229,WEST HARTFORD PUBLIC LIBRARY,-2.4275338888988394
10230,WEST HAVEN PUBLIC LIBRARY,-6.78053897892936
10231,WESTON PUBLIC LIBRARY,-5.308759151438487
10232,WESTPORT PUBLIC LIBRARY,-3.718091464729349
10233,WETHERSFIELD PUBLIC LIBRARY,-4.930706601939995
10234,WILLINGTON PUBLIC LIBRARY,-2.8452752153295093
10235,WILTON LIBRARY ASSOCIATION,-3.720296251158328
10236,BEARDSLEY & MEMORIAL LIBRARY,-6.8456199720442195
10238,WILLIMANTIC PUBLIC LIBRARY,-6.875993080168139
10240,WINDSOR PUBLIC LIBRARY,-4.606572744752388
10241,WINDSOR LOCKS PUBLIC LIBRARY,-5.437663794015193
10242,WOLCOTT PUBLIC LIBRARY,-6.619756630515917
10243,WOODBRIDGE TOWN LIBRARY,-4.255420027754906
10244,WOODBURY PUBLIC LIBRARY,-4.593169790088186
10249,CHESHIRE PUBLIC LIBRARY,-4.65300634148054
10250,BOOTH & DIMOCK MEMORIAL LIBRARY,-6.271617013432516
10257,DISTRICT OF COLUMBIA PUBLIC LIBRARY,-7.451803063405325
10258,FRANKFORD PUBLIC LIBRARY,-8.483214378762597
10259,GEORGETOWN PUBLIC LIBRARY,-9.592966626250671
10260,HARRINGTON PUBLIC LIBRARY,-11.997413321229534
10261,LAUREL PUBLIC LIBRARY,-6.976964106080568
10262,LEWES PUBLIC LIBRARY,-3.0740852935082223
10263,MILFORD PUBLIC LIBRARY,-6.215114362886697
10264,MILLSBORO PUBLIC LIBRARY,-8.87408881681731
10265,NEW CASTLE PUBLIC LIBRARY,-7.140125968213529
10266,REHOBOTH BEACH PUBLIC LIBRARY,-7.528506753294666
10267,SEAFORD DISTRICT LIBRARY,-8.062067774070846
10268,SELBYVILLE PUBLIC LIBRARY,-6.9927035390505
10269,SMYRNA PUBLIC LIBRARY,-12.006418066868012
10270,WILMINGTON INSTITUTE LIBRARY,-5.993760831483459
10271,BRIDGEVILLE PUBLIC LIBRARY,-6.621613746574015
10272,CORBIT-CALLOWAY MEMORIAL LIBRARY,-9.561422623046726
10273,DELAWARE CITY PUBLIC LIBRARY,-6.412360909820602
10274,DELMAR PUBLIC LIBRARY,-5.814534597278233
10275,DOVER PUBLIC LIBRARY,-6.379948818265675
10276,SUSSEX COUNTY DEPT. OF LIBRARIES,-5.518955388118827
10277,KENT COUNTY PUBLIC LIBRARY,-7.010516516254913
10278,DEPARTMENT OF COMMUNITY SERVICES,-6.564744412885539
10279,MARION COUNTY PUBLIC LIBRARY SYSTEM,-5.503828844592923
10280,JACKSONVILLE PUBLIC LIBRARY,-5.580339139178087
10281,NORTHWEST REGIONAL LIBRARY SYSTEM,-8.255501321201887
10282,ORANGE COUNTY LIBRARY DISTRICT,-2.8251894435862717
10283,SUWANNEE RIVER REGIONAL LIBRARY SYSTEM,-6.20198628494221
10284,WEST FLORIDA PUBLIC LIBRARY,-8.335055076343902
10285,BREVARD COUNTY LIBRARY SYSTEM,-4.1205802080482385
10286,BROWARD COUNTY LIBRARIES DIVISION,-4.014923654772311
10287,DOREEN GAUTHIER LIGHTHOUSE POINT LIBRARY,-5.118539115632181
10288,OAKLAND PARK LIBRARY,-7.030120443726703
10289,RICHARD C. SULLIVAN PUBLIC LIBRARY OF WILTON MANORS,-5.991050391930386
10290,CITRUS COUNTY LIBRARY SYSTEM,-4.576083988973313
10291,CLAY COUNTY PUBLIC LIBRARY SYSTEM,-8.559825253280964
10292,COLLIER COUNTY PUBLIC LIBRARY,-5.07698244880962
10293,COLUMBIA COUNTY PUBLIC LIBRARY,-7.132390945975175
10294,BROCKWAY MEMORIAL LIBRARY,-6.162425628377937
10295,HIALEAH PUBLIC LIBRARIES,-5.547452422468237
10296,NORTH MIAMI BEACH PUBLIC LIBRARY,-7.374776883610307
10297,MIAMI-DADE PUBLIC LIBRARY SYSTEM,-6.241721170474162
10298,FLAGLER COUNTY PUBLIC LIBRARY,-7.06671879099919
10299,GADSDEN COUNTY PUBLIC LIBRARY,-5.597079010829777
10300,HENDRY COUNTY LIBRARY SYSTEM,-11.004822485952749
10301,HILLSBOROUGH COUNTY PUBLIC LIBRARY COOPERATIVE,-5.8433885933846375
10302,INDIAN RIVER COUNTY LIBRARY,-1.9109177011496967
10303,LAKE COUNTY LIBRARY SYSTEM,-5.054787425766726
10304,FORT MYERS BEACH PUBLIC LIBRARY,-6.054960830268262
10305,LEE COUNTY LIBRARY SYSTEM,-4.250043168644225
10306,SANIBEL PUBLIC LIBRARY,-4.840857941693651
10307,LEROY COLLINS LEON COUNTY PUBLIC LIBRARY SYST,-6.8240502871280535
10308,MANATEE COUNTY PUBLIC LIBRARY SYSTEM,-5.89734710199663
10309,MARTIN COUNTY LIBRARY SYSTEM,-3.786926643783364
10310,MONROE COUNTY PUBLIC LIBRARY SYSTEM,-5.401831002289078
10312,WINTER PARK PUBLIC LIBRARY,-3.794464562179727
10313,BOCA RATON PUBLIC LIBRARY,-5.004621636614166
10314,NORTH PALM BEACH PUBLIC LIBRARY,-3.814982604078479
10315,NEW PORT RICHEY PUBLIC LIBRARY,2.0252222655961862
10316,PASCO COUNTY PUBLIC LIBRARY COOPERATIVE,-7.5231288297457874
10317,ST. JOHNS COUNTY PUBLIC LIBRARY SYSTEM,-3.854513939100353
10318,ST. LUCIE COUNTY LIBRARY SYSTEM,-8.11813791610877
10319,SARASOTA COUNTY PUBLIC LIBRARIES,-5.106089976077151
10320,ALTAMONTE SPRINGS CITY LIBRARY,-8.738779742381194
10321,SEMINOLE COUNTY PUBLIC LIBRARY SYSTEM,-3.562373858260835
10322,VOLUSIA COUNTY PUBLIC LIBRARY,-4.44435883531758
10323,WALTON COUNTY PUBLIC LIBRARY SYSTEM,-8.671637112393674
10325,HERNANDO COUNTY PUBLIC LIBRARY SYSTEM,-7.4310247350978695
10326,OSCEOLA COUNTY LIBRARY SYSTEM,-6.44038266198764
10327,EUSTIS MEMORIAL LIBRARY,-6.334167159163328
10328,PINELLAS PUBLIC LIBRARY COOPERATIVE,-5.415031067509448
10330,WILDERNESS COAST PUBLIC LIBRARIES,-7.386406745714191
10331,PANHANDLE PUBLIC LIBRARY COOPERATIVE SYSTEM,-9.249875821961373
10333,THREE RIVERS REGIONAL LIBRARY SYSTEM,-7.586050078679379
10334,NEW RIVER PUBLIC LIBRARY COOPERATIVE,-7.851037507581841
10335,HEARTLAND LIBRARY COOPERATIVE,-10.505456933293354
10336,PARKLAND LIBRARY,-6.007225629754372
10337,PALM BEACH COUNTY LIBRARY SYSTEM,-5.185205913416633
10338,BOYNTON BEACH CITY LIBRARY,-5.840030973824404
10339,DELRAY BEACH LIBRARY,-4.224411351539941
10340,LAKE PARK PUBLIC LIBRARY,-2.976819585802145
10341,LAKE WORTH PUBLIC LIBRARY,-7.299943151875807
10343,PALM SPRINGS PUBLIC LIBRARY,-4.591265987160911
10345,WEST PALM BEACH PUBLIC LIBRARY,-3.807707775796991
10346,SANTA ROSA COUNTY LIBRARY SYSTEM,-10.129821779182874
10349,CHARLOTTE COUNTY PUBLIC LIBRARY,-7.378685558784221
10350,PAL PUBLIC LIBRARY COOPERATIVE,-4.748093932105553
10351,POLK COUNTY LIBRARY COOPERATIVE,-6.992731658345215
10353,OKALOOSA COUNTY PUBLIC LIBRARY COOPERATIVE,-6.3535658368560615
10354,LYNN HAVEN PUBLIC LIBRARY,-8.661820731530456
10355,NASSAU COUNTY PUBLIC LIBRARY SYSTEM,-8.846828888272258
10356,PIEDMONT REGIONAL LIBRARY SYSTEM,-8.821382690283276
10357,BARTOW COUNTY LIBRARY SYSTEM,-6.715838181189055
10358,FITZGERALD-BEN HILL COUNTY LIBRARY,-9.376793980232891
10359,MIDDLE GEORGIA REGIONAL LIBRARY SYSTEM,-4.86755147256623
10360,BROOKS COUNTY PUBLIC LIBRARY SYSTEM,-9.904826865490422
10361,STATESBORO REGIONAL LIBRARY SYSTEM,-9.000943755884741
10362,WEST GEORGIA REGIONAL LIBRARY SYSTEM,-8.759893926031555
10363,LIVE OAK PUBLIC LIBRARY SYSTEM,-6.101523140768613
10364,CHATTOOGA COUNTY LIBRARY SYSTEM,-12.772381123233433
10365,SEQUOYAH REGIONAL LIBRARY SYSTEM,-9.454044054953243
10366,ATHENS REGIONAL LIBRARY SYSTEM,-5.820655435193285
10367,CLAYTON COUNTY LIBRARY SYSTEM,-9.099034081757562
10368,COBB COUNTY PUBLIC LIBRARY SYSTEM,-5.817643533216591
10369,SATILLA REGIONAL LIBRARY SYSTEM,-7.940705057758929
10370,MOULTRIE-COLQUITT COUNTY LIBRARY SYSTEM,-10.006916972448913
10371,SOUTHWEST GEORGIA REGIONAL LIBRARY SYSTEM,-6.17584417045548
10372,DEKALB COUNTY PUBLIC LIBRARY SYSTEM,-5.654724392407747
10373,OCMULGEE REGIONAL LIBRARY SYSTEM,-9.989658770836398
10374,DOUGHERTY COUNTY PUBLIC LIBRARY SYSTEM,-6.507412331130282
10375,ELBERT COUNTY PUBLIC LIBRARY SYSTEM,-11.861422186228957
10376,SARA HIGHTOWER REGIONAL LIBRARY SYSTEM,-6.826993079257884
10377,ATLANTA FULTON PUBLIC LIBRARY SYSTEM,-5.817824722136609
10378,THREE RIVERS REGIONAL LIBRARY SYSTEM,-9.006588752836429
10379,RODDENBERY MEMORIAL LIBRARY SYSTEM,-9.0342034445009
10380,GWINNETT COUNTY PUBLIC LIBRARY SYSTEM,-5.298383901797885
10381,NORTHEAST GEORGIA REGIONAL LIBRARY SYSTEM,-7.96443957721793
10382,CHESTATEE REGIONAL LIBRARY SYSTEM,-7.762436766282534
10383,HART COUNTY LIBRARY SYSTEM,-12.433686213668086
10384,HOUSTON COUNTY PUBLIC LIBRARIES SYSTEM,-11.515235684326747
10385,JEFFERSON COUNTY LIBRARY SYSTEM,-9.511547586780098
10386,OCONEE REGIONAL LIBRARY SYSTEM,-8.919170372881865
10387,SOUTH GEORGIA REGIONAL LIBRARY SYSTEM,-8.11142720239042
10388,PINE MOUNTAIN REGIONAL LIBRARY SYSTEM,-11.70294085496086
10389,DESOTO TRAIL REGIONAL LIBRARY SYSTEM,-9.261364101659208
10390,UNCLE REMUS REGIONAL LIBRARY SYSTEM,-9.698011707789028
10391,CHATTAHOOCHEE VALLEY REGIONAL LIBRARY SYSTEM,-6.66794188869901
10392,NEWTON COUNTY LIBRARY SYSTEM,-8.081183453872125
10393,PEACH COUNTY PUBLIC LIBRARIES SYSTEM,-8.883548553764298
10394,EAST CENTRAL GEORGIA REGIONAL LIBRARY SYSTEM,-6.967291041509321
10395,CONYERS-ROCKDALE LIBRARY SYSTEM,-7.355927783302945
10396,SCREVEN-JENKINS REGIONAL LIBRARY SYSTEM,-8.929707291332422
10397,FLINT RIVER REGIONAL LIBRARY SYSTEM,-7.732502986080831
10398,LAKE BLACKSHEAR REGIONAL LIBRARY SYSTEM,-7.637269479832923
10399,KINCHAFOONEE REGIONAL LIBRARY SYSTEM,-8.957554308762614
10400,THOMAS COUNTY PUBLIC LIBRARY SYSTEM,-9.332505021350219
10401,COASTAL PLAIN REGIONAL LIBRARY SYSTEM,-8.542083860047892
10402,MOUNTAIN REGIONAL LIBRARY SYSTEM,-5.694784429856372
10403,TROUP-HARRIS REGIONAL LIBRARY,-8.192016902707703
10404,CHEROKEE REGIONAL LIBRARY SYSTEM,-10.078982378631139
10405,NORTHWEST GEORGIA REGIONAL LIBRARY SYSTEM,-12.287956042089604
10406,BARTRAM TRAIL REGIONAL LIBRARY SYSTEM,-9.851907592677364
10407,OHOOPEE REGIONAL LIBRARY SYSTEM,-9.936501028558297
10408,OKEFENOKEE REGIONAL LIBRARY SYSTEM,-11.922593501880323
10409,HENRY COUNTY LIBRARY SYSTEM,-6.138009612017635
10410,LEE COUNTY PUBLIC LIBRARY SYSTEM,-8.129187461434695
10411,FORSYTH COUNTY PUBLIC LIBRARY SYSTEM,-6.801172969023289
10412,HALL COUNTY LIBRARY SYSTEM,-6.844892036703772
10413,TWIN LAKES LIBRARY SYSTEM,-9.69751330639468
10414,COWETA COUNTY PUBLIC LIBRARY SYSTEM,-9.745145943422948
10415,CATOOSA COUNTY LIBRARY SYSTEM,-7.031975178679021
10416,WORTH COUNTY LIBRARY SYSTEM,-9.456935137104546
10417,GUAM PUBLIC LIBRARY SYSTEM,-10.897552586357493
10418,HAWAII STATE PUBLIC LIBRARY SYSTEM,-9.153545649007734
10419,OTTUMWA PUBLIC LIBRARY,-6.782071009497283
10421,CARNEGIE-EVANS PUBLIC LIBRARY,-3.013784649363938
10423,BLOOMFIELD PUBLIC LIBRARY,-7.092861575254992
10424,DRAKE PUBLIC LIBRARY,-5.5721435344072745
10425,CHARITON FREE PUBLIC LIBRARY,-6.325384453993228
10427,MATILDA J. GIBSON MEMORIAL LIBRARY,-6.863536636105116
10429,FAIRFIELD PUBLIC LIBRARY,-4.390262592569311
10434,LAMONI PUBLIC LIBRARY,-4.863954266003671
10435,LEON PUBLIC LIBRARY,-6.56691245566481
10439,OSCEOLA PUBLIC LIBRARY,-5.946760503028567
10440,OSKALOOSA PUBLIC LIBRARY,-5.478212383041206
10443,DES MOINES PUBLIC LIBRARY,-6.365442353983666
10444,ROY R. ESTLE MEMORIAL LIBRARY,-5.55330925629804
10446,GRANGER PUBLIC LIBRARY,-5.515572190031984
10449,PERRY PUBLIC LIBRARY,-4.6729506374288645
10451,WAUKEE PUBLIC LIBRARY,-6.353003265530346
10455,WINTERSET PUBLIC LIBRARY,-4.906569072887775
10456,AMES PUBLIC LIBRARY,-4.257840408332129
10459,ADEL PUBLIC LIBRARY,-5.014428961648132
10462,NEVADA PUBLIC LIBRARY,-4.989356492105554
10463,BERTHA BARTLETT PUBLIC LIBRARY,-5.657148165246231
10464,ROLAND PUBLIC LIBRARY,-3.50435781367205
10467,IOWA CITY PUBLIC LIBRARY,-4.231009866955366
10468,CORALVILLE PUBLIC LIBRARY,-4.7601135894018505
10470,SOLON PUBLIC LIBRARY,-5.096264758579879
10471,MARENGO PUBLIC LIBRARY,-4.971669919327075
10473,WILLIAMSBURG PUBLIC LIBRARY,-3.7393237763905054
10475,DRAKE COMMUNITY LIBRARY,-5.448039130770778
10478,KALONA PUBLIC LIBRARY,-5.90566789880904
10479,WASHINGTON FREE PUBLIC LIBRARY,-6.189762269655188
10480,WELLMAN-SCOFIELD PUBLIC LIBRARY,-6.145136267424575
10484,KECK MEMORIAL LIBRARY,-6.7977380841366255
10485,MUSSER PUBLIC LIBRARY,-4.940042584213284
10486,WEST LIBERTY PUBLIC LIBRARY,-4.91737025886967
10489,NORTH LIBERTY COMMUNITY LIBRARY,-4.8473004288131705
10490,MASON CITY PUBLIC LIBRARY,-5.389161398443779
10491,CLEAR LAKE PUBLIC LIBRARY,-4.8142901211868825
10499,HAMPTON PUBLIC LIBRARY,-6.036115847665281
10500,SHEFFIELD PUBLIC LIBRARY,-6.052532849268113
10505,KENDALL YOUNG LIBRARY,-3.663978788209238
10509,GARNER PUBLIC LIBRARY,-6.324507965854355
10514,ELDORA PUBLIC LIBRARY,-5.846339603659022
10517,ESTHERVILLE PUBLIC LIBRARY,-5.767044538622211
10524,ROCK RAPIDS PUBLIC LIBRARY,-6.0523480784558545
10532,SIBLEY PUBLIC LIBRARY,-5.229687667691089
10533,EMMETSBURG PUBLIC LIBRARY,-4.1432172564440295
10538,LE MARS PUBLIC LIBRARY,-6.428970441295005
10545,NEW HAMPTON PUBLIC LIBRARY,-5.2089555057041546
10549,GUTTENBERG PUBLIC LIBRARY,-5.169959831907125
10557,MANCHESTER PUBLIC LIBRARY,-5.965242196380122
10558,CARNEGIE-STOUT PUBLIC LIBRARY,-5.928126165497669
10559,DUBUQUE COUNTY LIBRARY,-8.575946732713266
10561,KIRKENDALL PUBLIC LIBRARY,-4.672022120689672
10563,URBANDALE PUBLIC LIBRARY,-5.199877076258716
10564,WEST DES MOINES PUBLIC LIBRARY,-5.60246033184117
10565,ALTOONA PUBLIC LIBRARY,-6.093343772982973
10566,GRIMES PUBLIC LIBRARY,-5.75028336552524
10568,HUXLEY PUBLIC LIBRARY,-5.166069354317817
10569,PLEASANT HILL PUBLIC LIBRARY,-4.432535167477637
10571,MARSHALLTOWN PUBLIC LIBRARY,-4.816156130487699
10575,NEWTON PUBLIC LIBRARY,-6.093608059050407
10576,KNOXVILLE PUBLIC LIBRARY,-5.917702633306666
10577,PELLA PUBLIC LIBRARY,-5.56683249730361
10584,LAURENS PUBLIC LIBRARY,-3.173547455513969
10585,POCAHONTAS PUBLIC LIBRARY,-1.8304928514914833
10590,HAWARDEN PUBLIC LIBRARY,-3.918891307947227
10591,HULL PUBLIC LIBRARY,-4.417709069480683
10592,ORANGE CITY PUBLIC LIBRARY,-2.7685933999191787
10593,ROCK VALLEY PUBLIC LIBRARY,-5.319132677446472
10594,SIOUX CENTER PUBLIC LIBRARY,-4.694143859688806
10600,SAC CITY PUBLIC LIBRARY,-5.891667242800384
10602,POLK CITY COMMUNITY LIBRARY,-4.773853525795308
10603,ERICSON PUBLIC LIBRARY,-5.709293129547774
10604,MADRID PUBLIC LIBRARY,-4.58139884682629
10608,ELY PUBLIC LIBRARY,-5.2003273661575
10611,KEOKUK PUBLIC LIBRARY,-6.062038094612389
10620,FORT MADISON PUBLIC LIBRARY,-5.299505196682273
10625,H.J. NUGEN PUBLIC LIBRARY,-3.975971694828021
10628,BURLINGTON PUBLIC LIBRARY,-4.5131261801505875
10629,MEDIAPOLIS PUBLIC LIBRARY,-5.324425913066548
10630,MOUNT PLEASANT PUBLIC LIBRARY,-7.089908831848553
10634,SIOUX CITY PUBLIC LIBRARY,-5.968541005586839
10638,WOODBURY COUNTY LIBRARY,-12.419995010922507
10640,AUDUBON PUBLIC LIBRARY,-3.0764980938986053
10649,ROBERT W. BARLOW MEMORIAL LIBRARY,-5.294465293278506
10654,HUMBOLDT PUBLIC LIBRARY,-5.288470949103567
10660,ALGONA PUBLIC LIBRARY,-5.678188274413314
10667,WEST BEND PUBLIC LIBRARY,-4.331024875602121
10671,FORT DODGE PUBLIC LIBRARY,-5.805734224241312
10676,FOREST CITY PUBLIC LIBRARY,-5.533997969947186
10677,LAKE MILLS PUBLIC LIBRARY,-4.9609447876465955
10680,BELMOND PUBLIC LIBRARY,-5.6576066175012985
10682,CLARION PUBLIC LIBRARY,-3.696832276673586
10683,EAGLE GROVE MEMORIAL LIBRARY,-5.258704706044679
10693,OSAGE PUBLIC LIBRARY,-4.313497190274653
10695,NISSEN PUBLIC LIBRARY,-4.442279064184611
10697,CHARLES CITY PUBLIC LIBRARY,-5.64727360028671
10702,CORNING PUBLIC LIBRARY,-3.448524647476183
10704,SIGOURNEY PUBLIC LIBRARY,-4.326157690384187
10713,JEFFERSON PUBLIC LIBRARY,-3.571550887184303
10717,GREENFIELD PUBLIC LIBRARY,-5.661308070810171
10719,CHURDAN PUBLIC LIBRARY,-4.023961544773381
10731,CARROLL PUBLIC LIBRARY,-5.0783683660148835
10732,CEDAR FALLS PUBLIC LIBRARY,-5.457500302526241
10734,HUDSON PUBLIC LIBRARY,-2.957752411566009
