,FSCSKEY,LIBNAME_x,Usage,Usage difference,ATTEND-VISITS_Window1,VISIT difference,AUDIO_Window1,BRANLIB_Window1,LOANTO_Window1,TOTCIR_Window1,SALARIES_Window1,BKVOL_Window1,LOCGVT_Window1,BKMOB_Window1,OTHINCM_Window1,OTHPAID_Window1,LOANFM_Window1,REFERENC-REFERENCE_Window1,SUBSCRIP-SUBSCRIPT_Window1,TOTOPEXP-TOTOPEXP1_Window1,LIBRARIAN-LIBRARIA_Window1,TOTEXPCO-TOTEXPCOL_Window1,OBEREG_Window1,KIDCIRCL_Window1,STAFFEXP-TOTEXP_Window1,KIDATTEN-KIDATTEND_Window1,STGVT_Window1,TOTPEMP-TOTSTAFF_Window1,VIDEO_Window1,CENTLIB_Window1,BENEFIT_Window1,TOTINCM_Window1,MASTER_Window1,CAPITAL_Window1,DUPLI-HRS_OPEN_Window1,ELMATEXP_Window1,POPU-POPU_LSA_Window1,OTHOPEXP_Window1,Prediction
0,AK0001,ANCHOR POINT PUBLIC LIBRARY,3.5227983574612827,-0.1687068330301579,7179.2,105.22893915756632,261.4,0.0,0.0,13906.4,0.0,16911.6,1445.0,0.0,13713.2,0.134,25.8,712.0,7.8,19880.4,0.544,3273.0,8.0,1889.4,0.0,300.2,13632.2,0.678,4269.0,1.0,0.0,30145.8,0.0,0.0,1394.0,100.0,2040.8,0.0,-11.018582673324904
1,AK0002,ANCHORAGE PUBLIC LIBRARY,2.8435728677671324,0.9757425022483223,852227.0,-0.995878797550418,49567.4,4.0,5002.4,1716357.4,2995241.6,474816.8,10406457.8,0.0,205384.2,52.626,2236.2,111045.4,736.8,11012666.8,27.206,939595.6,8.0,560000.8,5216322.2,39200.0,54096.8,79.83200000000001,60385.2,1.0,2221080.6,10822509.0,20.796000000000003,1070407.8,10528.0,209667.0,299694.0,2905096.6,-702.9383380270931
2,AK0003,ANDERSON VILLAGE LIBRARY,4.265913611466924,0.7521803222655237,977.0,37.72937563971341,52.0,0.0,1.0,952.6,0.0,15448.0,5200.0,0.0,1783.8,0.27,1.0,225.0,4.8,12574.8,0.37,2934.8,8.0,225.4,0.0,16.0,6520.0,0.64,1191.0,1.0,0.0,13503.8,0.0,0.0,526.4,129.0,227.8,0.0,-7.959881065514031
3,AK0006,KUSKOKWIM CONSORTIUM LIBRARY,6.13211208816401,-0.5193249199480037,38158.2,-0.650591484923293,4314.6,0.0,39.0,11930.8,125579.8,34030.6,70044.4,0.0,188424.8,1.35,80.4,1175.0,51.0,248192.8,1.6,10443.6,8.0,2100.4,182209.0,921.6,6580.0,2.95,2540.6,1.0,56629.2,265049.2,0.6,150000.0,2449.2,2222.6,6216.2,6258.0,-22.41975340798557
4,AK0007,BIG LAKE PUBLIC LIBRARY,4.308129777627785,1.603051669733459,48685.6,-0.9666883020852161,11207.6,0.0,106.2,51374.2,129242.6,24341.2,334352.6,0.0,0.0,2.064,121.6,3581.4,42.0,333088.0,1.0,21946.0,8.0,19600.2,202017.0,4174.6,6580.0,3.064,2522.6,1.0,72774.4,344512.2,0.0,0.0,2552.6,0.0,11532.6,43900.4,-28.72892442394909
5,AK0008,CANTWELL COMMUNITY LIBRARY,15.618525102376035,1.0664335878274804,3015.2,0.13557972937118606,273.0,0.0,27.0,4456.8,0.0,12965.2,4064.2,0.0,2666.4,0.376,45.8,386.0,9.6,19504.8,0.696,5101.0,8.0,2342.0,0.0,103.8,6580.0,1.0719999999999998,390.6,1.0,0.0,20310.6,0.0,0.0,696.0,0.0,193.6,0.0,-9.343071430832886
6,AK0011,CHINIAK PUBLIC LIBRARY,13.76227212228765,0.3926069763921049,641.0,3.424960998439938,147.6,0.0,0.0,564.0,0.0,2937.6,2420.0,0.0,19296.8,0.078,14.8,51.4,16.0,46094.2,0.0,3787.8,8.0,249.6,0.0,161.2,13588.0,0.078,402.0,1.0,0.0,49103.4,0.0,1120.0,442.2,52.8,47.0,0.0,-19.12007103696272
7,AK0014,COLD BAY PUBLIC LIBRARY,16.49756496583662,-0.74089811756399,1354.8,0.703424859757898,192.8,0.0,0.0,1553.4,0.0,7118.6,4159.6,0.0,29748.4,0.0,0.0,67.8,18.2,65116.2,0.0,2643.0,8.0,706.2,0.0,250.6,13319.8,0.0,3383.2,1.0,0.0,60401.8,0.0,0.0,512.0,24.8,81.8,0.0,-26.97373712711147
8,AK0015,COOPER LANDING COMMUNITY LIBRARY,11.949844987641942,-0.32225757304922237,3315.4,5.411111781383845,214.4,0.0,0.0,3234.6,0.0,3638.8,619.8,0.0,18040.4,0.04,66.0,209.6,0.8,25598.4,0.02,5528.6,8.0,1167.8,0.0,605.2,8310.2,0.06000000000000001,729.4,1.0,0.0,32674.0,0.0,1378.0,1096.8,40.0,277.6,0.0,-11.422770768453843
9,AK0016,CORDOVA PUBLIC LIBRARY,9.624782956045525,-0.7002008920279609,22219.8,-0.7664245402748899,9855.0,0.0,0.0,12819.0,199393.8,19962.8,544377.4,0.0,13203.8,1.5,295.4,1060.6,35.4,529320.0,3.444,11521.6,8.0,2167.2,312485.0,1707.6,13697.4,4.944,1302.2,1.0,113091.2,575819.8,0.0,4715936.4,2549.8,2100.0,2309.2,113519.6,-25.012553417717793
10,AK0017,CRAIG PUBLIC LIBRARY,16.3992370167665,-0.04216385601882255,19365.2,-0.3734327556648008,9822.4,0.0,0.0,30580.0,0.0,10814.8,115827.0,0.0,33371.2,0.52,140.6,4175.2,74.0,162971.6,1.0,18363.8,8.0,9139.0,0.0,1972.2,15400.6,1.52,2993.6,1.0,0.0,181612.6,0.0,4500.0,2171.8,1041.8,1183.6,0.0,-56.32723328791266
11,AK0019,DELTA COMMUNITY LIBRARY,42.725960556769806,-0.9053043167606063,47160.0,-0.8148430873621714,10177.8,0.0,141.0,48684.6,80805.8,14772.0,202900.8,0.0,13014.2,1.77,144.2,1490.0,11.6,213341.0,1.0,9769.0,8.0,9623.2,118823.2,2557.4,8208.2,2.7700000000000005,3588.8,1.0,38017.4,232888.0,0.0,0.0,2579.2,410.2,1103.6,46140.8,-19.19485142455241
12,AK0020,DILLINGHAM PUBLIC LIBRARY,14.457076417847322,0.3014535051535867,34499.6,-0.9130424700576238,10437.8,0.0,0.0,25106.6,0.0,23596.8,115933.6,0.0,47066.0,0.8320000000000001,132.4,2978.6,42.4,212211.4,1.0,10926.4,8.0,3692.0,0.0,1205.8,21618.6,1.832,4764.6,1.0,0.0,203122.6,0.0,0.0,2016.2,628.0,2386.8,0.0,-76.79131488132846
13,AK0021,EAGLE PUBLIC LIBRARY,26.66562816318804,-0.9202877762391102,2219.0,104.93375394321767,6632.4,0.0,0.0,13075.0,0.0,9487.2,2000.0,0.0,35278.4,0.42400000000000004,40.0,74.4,40.0,69072.2,0.47800000000000004,4816.4,8.0,1390.4,0.0,96.8,10049.6,0.9019999999999999,3788.0,1.0,0.0,59129.6,0.0,0.0,713.0,555.0,83.8,0.0,-28.015509684834043
14,AK0023,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARIES,3.628338904255444,-0.765433303071177,359399.8,-0.998371173272773,36703.6,1.0,5345.4,673747.4,2343647.8,327969.6,5698880.4,1.0,124039.4,37.33,3875.8,116588.4,682.0,5811278.0,11.3,531130.2,8.0,277157.8,3738739.0,27081.0,19800.2,48.63,32621.0,1.0,1395091.2,5956905.0,10.5,3129556.6,7084.8,136084.6,99047.4,474966.8,-386.0430828274576
15,AK0025,CHARLES EVANS COMMUNITY/SCHOOL LIBRARY,6.988773961745314,1.5228696612552945,3328.2,1.5389700138212852,0.0,0.0,0.0,5103.8,0.0,9774.2,19482.8,0.0,108.2,0.0,80.4,510.6,42.4,32090.6,0.38,3069.4,8.0,1647.8,0.0,747.0,6580.0,0.38,732.2,1.0,0.0,31171.0,0.0,0.0,744.0,0.0,477.6,0.0,-14.731482681315041
16,AK0027,COPPER VALLEY COMMUNITY LIBRARY,19.444370216900246,-0.5388936118040089,9446.6,-0.7189253276311054,722.8,0.0,0.0,14475.6,0.0,18332.8,0.0,0.0,54246.6,0.064,45.0,3021.2,17.2,43099.6,0.0,7107.6,8.0,4365.0,0.0,352.4,7349.2,0.064,3652.0,1.0,0.0,66705.0,0.0,35184.0,1547.0,521.6,481.8,0.0,-17.681497977862282
17,AK0028,GUSTAVUS PUBLIC LIBRARY,19.484382812270425,-0.020997639778938027,10093.4,3.3928904036300946,6015.8,0.0,0.0,9257.4,0.0,13002.0,50267.8,0.0,15020.4,0.0,72.6,245.0,23.2,76408.8,0.966,6371.4,8.0,3477.0,0.0,1831.0,7172.6,0.966,1473.2,1.0,0.0,76963.2,0.0,9618.0,1268.8,329.8,519.6,0.0,-29.746095862748334
18,AK0029,HAINES BOROUGH PUBLIC LIBRARY,34.823654424367426,-0.7595759789208132,88040.8,-0.9449187195027761,12520.6,0.0,184.4,101827.0,197408.2,32947.6,380445.4,0.0,40583.8,3.688,150.6,8274.4,119.8,490856.8,2.2800000000000002,19259.6,8.0,27191.8,292618.6,6068.6,17351.6,5.968,5211.4,1.0,95210.4,501730.2,0.0,0.0,3057.6,2100.0,2529.2,86999.2,-38.41764950325557
19,AK0030,TRI-VALLEY COMMUNITY LIBRARY,5.821916860447656,7.083498117965138,6293.8,-0.12294639168705714,10707.0,0.0,3.0,15445.0,0.0,25626.4,9824.8,0.0,21724.2,0.0,157.4,526.4,18.0,38515.0,0.58,8149.4,8.0,2778.2,0.0,1319.2,6711.8,0.58,1892.2,1.0,0.0,40971.8,0.0,0.0,1015.2,980.8,1082.2,0.0,-16.12775513242087
20,AK0031,HOLLIS PUBLIC LIBRARY,14.487237983531793,-0.5310188017087757,1559.8,43.10886011027055,269.0,0.0,0.0,1805.2,0.0,17716.0,2200.0,0.0,16824.0,0.09,0.0,404.0,13.8,33342.0,0.0,2874.4,8.0,309.8,0.0,228.2,7593.0,0.09,711.6,1.0,0.0,34752.6,0.0,0.0,1015.6,0.0,109.6,0.0,-15.15368238552145
21,AK0032,HOMER PUBLIC LIBRARY,24.068161442825566,-0.7709808433524599,124196.2,-0.9883072106876056,11198.8,0.0,595.6,122019.4,280994.4,39406.4,850914.6,0.0,43217.4,6.061999999999999,488.4,13260.0,143.4,804607.0,1.8,61462.6,8.0,40293.2,470012.6,4885.8,7701.4,7.862,2725.0,1.0,189018.2,932417.2,1.6,0.0,2729.2,6952.2,5158.6,129839.4,-55.76991632501682
22,AK0033,HOPE COMMUNITY LIBRARY,7.305769323158683,0.48324603243274444,1483.2,265.97559331175836,250.2,0.0,0.0,1677.2,0.0,5864.6,2155.8,0.0,4891.0,0.0,0.0,514.4,3.8,16971.0,0.0,3068.8,8.0,261.6,0.0,141.6,9036.4,0.0,1364.4,1.0,0.0,17303.6,0.0,0.0,1067.6,100.0,205.8,0.0,-9.433286555602924
23,AK0035,JUNEAU PUBLIC LIBRARIES,8.245793647353198,-0.255154600250253,272083.4,-0.9728274492306402,15192.2,2.0,6564.6,200314.6,806918.2,116567.4,2214174.4,0.0,19995.2,15.664000000000001,6991.8,33898.2,417.4,2374165.8,4.75,168053.2,8.0,75865.0,1393210.0,12412.0,19740.0,20.414,5379.6,1.0,586291.8,2398099.0,4.75,2698856.0,7571.6,25960.8,32987.6,390972.8,-146.84637408461043
24,AK0037,KASILOF PUBLIC LIBRARY,8.691475771779304,-0.25640346968573635,4872.0,16.55607553366174,150.0,0.0,0.0,5114.8,0.0,13531.2,9788.0,0.0,4230.8,0.064,14.0,405.2,23.8,28854.8,0.488,3716.6,8.0,883.2,0.0,91.4,6994.8,0.5519999999999999,234.0,1.0,0.0,24454.2,0.0,0.0,838.6,0.0,562.6,0.0,-13.190498739168138
25,AK0038,KENAI COMMUNITY LIBRARY,13.88979413216921,-0.00022564230088441893,99696.2,1.0457349427560931,11350.0,0.0,308.8,122451.6,302878.8,76531.6,849211.2,0.0,9393.6,4.959999999999999,365.4,973.4,127.2,806944.6,3.07,64693.4,8.0,35021.0,461363.0,4281.4,6580.0,8.03,3707.6,1.0,158484.2,871512.2,1.8,0.0,3013.0,5401.0,7177.0,132618.8,-58.24149443832416
26,AK0039,KETCHIKAN PUBLIC LIBRARY,8.90488357876575,-0.03941217690357879,123343.6,0.025051968646934254,14588.2,0.0,358.8,161754.6,425533.8,58488.8,1380293.4,0.0,66670.4,5.362,238.4,13017.4,168.8,1173416.6,5.026000000000001,122034.2,8.0,71327.8,677241.0,7415.4,7211.4,10.388,6994.8,1.0,251707.2,1458549.2,2.968,3877361.2,2787.2,14694.8,13831.0,179516.8,-65.04790565311379
27,AK0040,KODIAK PUBLIC LIBRARY,12.820253406946268,-0.7503679219802891,171755.6,-0.9344417299930832,15736.4,0.0,610.0,91210.2,320594.4,70137.8,898698.4,0.0,7408.6,6.2,437.8,4282.0,133.8,855269.2,1.0,54740.0,8.0,33442.0,573271.8,2790.4,11836.2,7.2,7322.4,1.0,252677.4,918933.8,1.0,3363646.2,3319.8,10784.8,13405.6,72869.0,-52.69092728565502
28,AK0041,CHUKCHI CONSORTIUM LIBRARY,5.715892633757596,0.47215851692982114,23320.0,-0.8225042881646655,1837.4,1.0,25.4,8476.2,84684.75,21425.8,120830.4,0.0,92206.2,0.6,172.0,2260.0,89.0,216282.8,2.05,14796.6,8.0,1133.0,117474.5,1212.0,13160.0,2.65,2486.2,1.0,32789.75,229727.8,0.8,0.0,2543.2,8.0,4095.6,44284.75,-18.708515785251333
29,AK0044,MCGRATH COMMUNITY LIBRARY,12.547392226001381,-0.8632590566396868,4013.0,-0.3311238474956392,3828.2,0.0,0.0,2051.4,0.0,13381.2,2400.0,0.0,33304.0,0.01,39.0,386.0,18.4,58310.8,0.628,3481.2,8.0,388.4,0.0,371.6,12449.6,0.638,870.0,1.0,0.0,51816.0,0.0,0.0,1193.6,345.2,321.4,0.0,-24.04252823347108
30,AK0046,CENTENNIAL LIBRARY,1.8382671530006707,1.685205248024765,2708.4,1.548441884507458,6254.8,0.0,107.6,1410.4,0.0,12818.2,50845.2,0.0,0.0,0.03,39.0,362.0,13.8,68270.2,1.1640000000000001,5514.0,8.0,410.4,0.0,400.8,6652.6,1.194,146.8,1.0,0.0,59678.2,0.0,31877.2,948.0,100.0,1472.2,0.0,-26.70713243719146
31,AK0047,MARTIN MONSEN REGIONAL LIBRARY,8.87321019404358,-0.06701441490333002,8263.6,-0.5055181760975846,280.6,1.0,0.0,7268.6,121231.2,13404.2,313964.6,0.0,1362.8,2.0439999999999996,27.6,241.8,15.4,307915.2,1.0,12875.6,8.0,1816.4,212999.2,219.2,13160.0,3.0439999999999996,3116.8,1.0,91768.0,330171.0,0.0,0.0,3260.8,0.0,924.6,29840.0,-22.952118967553275
32,AK0048,NENANA PUBLIC LIBRARY,16.249656317587377,-0.817312871281104,6420.8,-0.3548155993022676,794.6,0.0,1.6,10300.8,0.0,8150.0,82939.6,0.0,6502.6,0.43,390.6,570.4,9.8,102469.4,0.8940000000000001,6711.6,8.0,1341.4,0.0,315.4,7912.0,1.324,1749.8,1.0,0.0,107822.4,0.0,0.0,1664.0,77.8,392.8,0.0,-38.2702811395728
33,AK0051,NINILCHIK COMMUNITY LIBRARY,6.061817328230648,-0.43932567193261673,5152.2,1.765110050075696,25224.2,0.0,1.8,7589.2,0.0,10680.4,4591.4,0.0,12025.6,0.041999999999999996,91.6,264.4,3.4,27986.8,0.4,4737.4,8.0,888.0,0.0,77.4,6927.0,0.442,1994.6,1.0,0.0,27016.4,0.0,11903.0,1454.8,125.0,850.6,0.0,-14.040399386252808
34,AK0052,KEGOAYAH KOZGA LIBRARY,5.473113424526635,0.18383415959570928,20400.0,-0.9501078431372549,242.4,0.0,11.8,16356.0,102663.8,20612.0,271430.0,0.0,38690.4,2.0,61.6,1759.6,37.0,333790.6,1.0,20742.0,8.0,9777.4,169339.0,2553.4,14226.6,3.0,1297.6,1.0,66675.2,336055.6,0.0,0.0,2204.0,0.0,3747.0,79059.8,-27.30933129248094
35,AK0053,NORTHWAY COMMUNITY/SCHOOL LIBRARY,9.462121212121213,-0.721791789326049,696.0,49.916666666666664,191.4,0.0,17.6,1001.5,0.0,4394.5,19518.6,0.0,0.0,0.0,6.2,58.2,15.4,24193.0,0.258,2270.0,8.0,546.0,0.0,44.4,6660.4,0.258,361.4,1.0,0.0,26198.0,0.0,1476.0,571.4,0.0,71.0,0.0,-12.09905688010541
36,AK0055,PALMER PUBLIC LIBRARY,2.8590555984239066,1.6889185808964382,76624.4,-0.9778138556386738,12357.4,0.0,192.4,145833.4,207573.8,63392.2,663417.2,0.0,3843.4,6.05,165.8,11249.2,45.6,609618.8,1.0,37436.6,8.0,69244.0,354270.4,8683.2,6580.0,7.05,3572.8,1.0,146696.6,677431.2,0.4,0.0,2269.6,100.0,27782.8,103888.0,-46.70641838227393
37,AK0056,PELICAN PUBLIC LIBRARY,40.910902111655176,-0.7932526886894706,3854.4,6.458333333333333,360.0,0.0,0.0,3807.0,0.0,10023.2,34440.2,0.0,16854.6,0.22199999999999998,0.6,133.8,38.0,58254.8,0.31000000000000005,3060.2,8.0,871.2,0.0,440.6,7760.6,0.532,2812.2,1.0,0.0,61792.4,0.0,0.0,726.0,192.0,95.4,0.0,-24.448875172331068
38,AK0057,PETERSBURG PUBLIC LIBRARY,22.825479490605527,-0.5870125323859815,71950.6,-0.9665492713055902,11274.4,0.0,53.2,88105.4,143335.0,26089.6,331972.0,0.0,21638.6,2.5540000000000003,126.4,6021.6,113.8,349866.4,1.4,25781.2,8.0,17983.8,196819.2,2259.4,7185.4,3.9539999999999997,9973.6,1.0,53484.2,378099.8,1.4,1033804.6,2676.4,2220.0,3155.0,53498.6,-30.13617208877975
39,AK0058,JESSIE WAKEFIELD MEMORIAL LIBRARY,13.109899976961449,-0.566606230722082,2366.2,0.7771109796297863,243.2,0.0,0.0,2346.8,0.0,9975.8,11217.4,0.0,26498.8,0.16599999999999998,235.4,303.4,20.8,63337.2,0.46799999999999997,2574.2,8.0,249.4,0.0,500.0,16811.8,0.634,1214.0,1.0,0.0,60822.6,0.0,0.0,976.8,100.0,183.2,0.0,-25.990919547755002
40,AK0061,ST. PAUL ISLAND SCHOOL/COMMUNITY LIBRARY,8.08257920959354,-0.49665562058311635,3503.4,-0.1882171604726837,58.4,0.0,0.0,3156.6,0.0,13713.2,16409.0,0.0,795.8,0.23399999999999999,0.4,415.0,42.2,26599.8,0.36,4086.6,8.0,959.8,0.0,167.0,6580.0,0.594,858.6,1.0,0.0,25850.8,0.0,0.0,883.2,0.0,433.2,0.0,-12.422139526644983
41,AK0064,SELDOVIA PUBLIC LIBRARY,15.308655658622872,-0.523706211351696,3538.0,11.440361786319954,438.4,0.0,0.0,5761.0,0.0,8804.8,4503.0,0.0,5217.4,0.146,14.2,162.8,17.6,13271.0,0.0,4130.4,8.0,1149.4,0.0,254.2,6756.8,0.146,2072.6,1.0,0.0,19554.2,0.0,1602.6,928.0,81.2,230.4,0.0,-7.91311437970263
42,AK0065,SEWARD COMMUNITY LIBRARY MUSEUM,27.854726533981715,-0.6163293847828952,74871.2,0.2802786652277512,10340.8,0.0,110.2,45387.2,149085.8,24029.2,476783.2,0.0,14341.6,2.9,839.2,1842.0,64.2,483913.8,1.6,23292.8,8.0,9969.2,247004.6,2329.8,7787.8,4.5,2843.6,1.0,97918.8,503218.4,1.0,1852776.4,2836.0,119.8,2682.4,133113.0,-28.673224456077445
43,AK0067,KETTLESON MEMORIAL LIBRARY,13.569122160299424,0.6384554625054311,122210.8,-0.8629384637036988,14199.6,0.0,833.8,113667.2,280437.4,61632.4,872165.8,0.0,15686.2,4.236000000000001,948.6,4999.0,255.2,891349.6,3.4,79651.4,8.0,44402.6,437300.2,5091.6,11100.4,7.636,5212.0,1.0,156862.8,901276.4,2.15,1247400.0,3468.8,4141.6,9006.6,216303.8,-58.79286555760801
44,AK0068,SKAGWAY PUBLIC LIBRARY,12.327728487519234,-0.6638340575847776,12257.6,2.360184701736066,186.4,0.0,72.0,11417.6,56442.0,8738.2,163928.4,0.0,2443.8,1.0,188.4,623.8,52.6,225322.6,1.0,6646.2,8.0,1489.0,89433.5,262.6,5250.0,2.0,1739.6,1.0,32991.5,172417.8,0.0,258400.0,2309.6,300.0,992.2,0.0,-49.72372991193003
45,AK0069,JOYCE K. CARVER MEMORIAL SOLDOTNA PUBLIC LIBRARY,14.639285860015269,-0.6802200726545408,63299.8,-0.8979617629123631,11047.6,0.0,61.6,67007.2,200301.6,41585.0,393894.6,0.0,17514.0,3.2560000000000002,207.6,7859.8,115.2,472817.0,2.2,65655.4,8.0,27041.0,270995.0,2671.6,5250.0,5.456,2034.0,1.0,70693.4,419140.8,1.4,1291767.0,2776.0,1180.0,4317.8,49644.0,-32.48801195879377
46,AK0070,SUTTON PUBLIC LIBRARY/COMMUNITY RESOURCE CENTER,3.665623548958552,0.5123176519380819,16027.6,-0.48233047992213435,10245.0,0.0,33.8,13130.8,0.0,14311.2,222226.0,0.0,0.0,0.75,152.2,604.2,36.0,273578.0,1.0,16334.2,8.0,4711.0,0.0,2653.0,5472.4,1.75,1423.0,1.0,0.0,228241.2,0.0,585613.6,2132.0,100.0,4407.2,0.0,-94.65928890970586
47,AK0072,TALKEETNA PUBLIC LIBRARY,3.663462287365492,2.8891695457206863,39278.4,-0.8727035724469429,11108.8,0.0,160.6,64168.4,98606.4,16437.6,294920.6,0.0,0.0,0.7860000000000001,289.8,3174.6,43.2,294737.8,1.654,29950.0,8.0,16607.8,162752.6,1434.0,6580.0,2.4400000000000004,3027.8,1.0,64146.2,305436.0,0.0,2303054.4,2184.0,0.0,10819.6,48565.8,-18.10001728507738
48,AK0073,TANANA COMMUNITY/SCHOOL LIBRARY,5.164472307233518,1.4806146832269063,1192.2,0.14896829391041763,275.4,0.0,0.0,1150.0,0.0,9465.0,4000.0,0.0,22695.2,0.0,28.8,262.8,30.0,34808.4,0.55,2674.0,8.0,201.8,0.0,66.8,6459.8,0.55,517.2,1.0,0.0,33919.2,0.0,0.0,406.0,30.0,228.2,0.0,-15.81277054073506
49,AK0074,DERMOTT O'TOOLE MEMORIAL LIBRARY,12.041801078494109,-0.7131028900579928,1670.4,1.3502155172413792,1732.0,0.0,0.0,2333.4,0.0,6599.4,8701.0,0.0,14767.0,0.11600000000000002,33.8,175.2,1.6,37735.8,0.29000000000000004,3736.6,8.0,702.8,0.0,181.0,6013.2,0.406,1113.4,1.0,0.0,35996.8,0.0,0.0,735.2,49.2,140.6,0.0,-16.516255428978226
50,AK0075,TOK COMMUNITY LIBRARY,2.928216979903823,2.651368478441021,3669.4,11.86760778328882,682.6,0.0,0.0,3027.4,0.0,10553.6,0.0,0.0,24133.2,0.0,41.4,265.0,6.8,45836.6,0.0,4349.2,8.0,1007.6,0.0,148.0,14189.4,0.0,1394.6,1.0,0.0,39224.4,0.0,3436.4,1548.6,418.0,1256.8,0.0,-19.22276870350044
51,AK0077,VALDEZ CONSORTIUM LIBRARY,8.507771966786228,-0.7568155839546002,34426.2,0.43157246515735115,16039.6,0.0,187.8,24128.0,151299.2,49515.8,434261.2,0.0,26231.6,2.7419999999999995,43.6,18460.0,109.6,414706.2,1.0,21898.4,8.0,6739.8,246139.2,1645.4,8315.2,3.7419999999999995,4363.0,1.0,94840.0,470720.8,1.0,0.0,2860.0,2496.0,4045.4,63477.2,-35.49327827029703
52,AK0078,WASILLA PUBLIC LIBRARY,2.5952067172105453,0.27677890663945165,84196.6,-0.8928008969483328,11941.0,0.0,425.6,164571.4,382959.8,53687.0,992879.0,0.0,30400.6,6.5,391.2,4073.2,87.2,1027832.0,3.0,71631.0,8.0,87533.6,648802.4,8031.8,6580.0,9.5,3123.6,1.0,265842.6,1033053.8,3.0,1236336.6,2042.2,2284.2,32655.6,106801.8,-73.73377543684305
53,AK0080,WILLOW PUBLIC LIBRARY,5.428022582218549,0.6091203075071452,40825.2,-0.43698010052614555,11232.6,0.0,252.0,33684.6,98234.2,23778.0,270232.2,0.0,0.0,0.742,345.0,1269.8,53.8,275077.6,1.704,18153.8,8.0,9415.0,161739.0,1198.8,6580.0,2.4459999999999997,2619.6,1.0,63504.8,278095.8,0.0,0.0,2336.8,100.0,7537.0,41912.8,-24.249189426025023
54,AK0081,IRENE INGLE PUBLIC LIBRARY,11.348848463435415,0.2542368242809341,27707.4,-0.8463154247601724,8917.4,0.0,0.2,35778.2,102935.2,33840.8,267059.4,0.0,10264.2,1.4119999999999997,262.8,4174.2,70.2,287437.8,1.0,25334.4,8.0,11556.8,172459.8,900.2,11114.6,2.412,2061.2,1.0,69524.6,298255.0,0.0,24455.8,1892.8,1859.2,2442.0,33012.0,-25.091937483206788
55,AK0082,AKIAK SCHOOL/COMMUNITY LIBRARY,14.545620768311672,-0.7771256625124107,5550.5,-0.7360958472209711,74.4,0.0,82.5,5419.0,0.0,9029.0,34620.0,0.0,0.0,0.2375,5.75,359.75,33.75,48235.75,0.26,2999.25,8.0,1257.75,0.0,1245.25,6700.5,0.4975,412.6,1.0,0.0,42475.5,0.0,10874.5,684.25,0.0,380.5,0.0,-20.486640401049748
56,AK0085,FRANCES KIBBLE KENNY LAKE PUBLIC LIBRARY,8.70254961685771,0.34257538878006694,2817.2,0.16001703819395152,574.8,0.0,0.0,3490.4,0.0,8042.2,0.0,0.0,13807.8,0.06000000000000001,45.8,270.8,5.2,23410.2,0.0,3312.4,8.0,660.2,0.0,648.8,8900.0,0.06000000000000001,2763.6,1.0,0.0,28340.8,0.0,0.0,881.8,0.0,323.6,0.0,-11.955889350218136
57,AK0087,KOYUK PUBLIC LIBRARY,6.450742327619999,0.35241637844210966,2148.0,0.47188081936685283,61.8,0.0,31.0,3374.0,0.0,3235.25,17544.8,0.0,23199.2,0.092,0.2,474.4,11.0,85259.6,0.40199999999999997,3055.0,8.0,786.4,0.0,181.2,10501.8,0.49399999999999994,52.4,1.0,0.0,65288.0,0.0,274.8,879.4,611.6,333.4,0.0,-33.17535388983204
58,AK0091,TULUKSAK SCHOOL/COMMUNITY LIBRARY,9.604105652235429,-0.8341189778549888,3605.0,2.2260194174757277,158.2,0.0,68.4,3998.5,0.0,8057.5,10000.8,0.0,0.0,0.0,6.8,272.4,19.8,18560.8,0.284,2974.8,8.0,1420.4,0.0,277.2,6660.4,0.284,553.8,1.0,0.0,16861.2,0.0,8319.4,1027.4,0.0,376.0,0.0,-9.896917931313112
59,AK0094,TUZZY CONSORTIUM LIBRARY,8.699347134497767,1.0147651248598695,62663.4,-0.8617534318278294,11097.6,7.0,69.6,35932.4,295070.4,51870.2,606604.6,0.0,188865.6,8.266,160.2,1796.6,151.4,827745.4,2.4,58299.6,8.0,1911.0,450193.6,4151.6,82029.4,10.666,8383.8,1.0,155123.2,972125.4,2.4,1078343.8,6256.4,18088.2,7201.4,120151.8,-71.36662309714727
60,AK0095,AKIACHAK SCHOOL/COMMUNITY LIBRARY,17.403095744927953,0.21131155729240328,11667.2,0.603983817882611,502.8,0.0,129.4,9336.0,0.0,13434.5,55411.8,0.0,0.0,0.0,73.4,393.6,7.0,44721.0,0.378,5882.2,8.0,2196.2,0.0,2748.8,6660.4,0.378,521.2,1.0,0.0,62072.2,0.0,15006.0,691.4,1727.2,670.2,0.0,-18.4463174541323
61,AK0097,ESTHER GREENWALD LIBRARY,14.236436966243692,-0.763370852889325,11177.6,-0.9456412825651302,7753.2,0.0,73.0,4848.0,0.0,18080.5,31153.0,0.0,46754.8,0.65,21.2,634.0,13.0,83809.2,0.6439999999999999,7150.2,8.0,2302.4,0.0,2679.4,6952.8,1.294,948.0,1.0,0.0,92100.8,0.0,646.0,1471.4,1549.6,785.6,0.0,-32.1702211160115
